Sales Person,Country,Product,Date,Amount,Boxes Shipped,Price per box,Month,Year,Month-Year,Sales Category,Sales Perfomrance,Region
Jan Morforth,UK,Baker's Choco Chips,3/11/2022,721,251,2.87250996,Mar,2022,Mar-2022,Low,Standard,Europe
Jehu Rudeforth,UK,Fruit & Nut Bars,5/13/2022,8589,229,37.50655022,May,2022,May-2022,Meduim,Standard,Europe
Dennison Crosswaite,USA,Smooth Sliky Salty,5/12/2022,11781,91,129.4615385,May,2022,May-2022,High,High Performer,Others
Brien Boise,USA,Raspberry Choco,1/12/2022,672,194,3.463917526,Jan,2022,Jan-2022,Low,Standard,Others
Madelene Upcott,New Zealand,Milk Bars,3/29/2022,12558,403,31.16129032,Mar,2022,Mar-2022,High,High Performer,Others
Roddy Speechley,India,50% Dark Bites,3/14/2022,8337,12,694.75,Mar,2022,Mar-2022,Meduim,Standard,Asia
Barr Faughny,New Zealand,99% Dark & Pure,5/24/2022,8134,195,41.71282051,May,2022,May-2022,Meduim,Standard,Others
Dennison Crosswaite,Canada,Organic Choco Syrup,1/28/2022,8491,75,113.2133333,Jan,2022,Jan-2022,Meduim,Standard,Others
Beverie Moffet,India,Almond Choco,5/24/2022,3066,96,31.9375,May,2022,May-2022,Low,Standard,Asia
Brien Boise,Australia,Peanut Butter Cubes,8/19/2022,301,205,1.468292683,Aug,2022,Aug-2022,Low,Standard,Oceania
Karlen McCaffrey,Australia,Spicy Special Slims,5/17/2022,4410,323,13.65325077,May,2022,May-2022,Low,Standard,Oceania
Jehu Rudeforth,USA,White Choc,6/7/2022,6559,119,55.11764706,Jun,2022,Jun-2022,Meduim,Standard,Others
Ches Bonnell,Canada,Organic Choco Syrup,7/26/2022,574,217,2.64516129,Jul,2022,Jul-2022,Low,Standard,Others
Dotty Strutley,India,Eclairs,7/28/2022,2086,384,5.432291667,Jul,2022,Jul-2022,Low,Standard,Asia
Karlen McCaffrey,India,70% Dark Bites,5/23/2022,5075,344,14.75290698,May,2022,May-2022,Meduim,Standard,Asia
